"Nom_Commune","INSEE_Commune","INSEE_Département","Nom_Département","Zone de sismicité"
"AMBERIEU-EN-BUGEY","01004","01","AIN","3 - Modérée"
"AMBERIEUX-EN-DOMBES","01005","01","AIN","2 - Faible"
"AMBLEON","01006","01","AIN","3 - Modérée"
"AMBRONAY","01007","01","AIN","3 - Modérée"
"AMBUTRIX","01008","01","AIN","3 - Modérée"
"ANDERT-ET-CONDON","01009","01","AIN","3 - Modérée"
"ANGLEFORT","01010","01","AIN","3 - Modérée"
"APREMONT","01011","01","AIN","3 - Modérée"
"ARANC","01012","01","AIN","3 - Modérée"
"ARANDAS","01013","01","AIN","3 - Modérée"
"ARBENT","01014","01","AIN","3 - Modérée"
"ARBIGNIEU","01015","01","AIN","3 - Modérée"
"ARBIGNY","01016","01","AIN","2 - Faible"
"ARGIS","01017","01","AIN","3 - Modérée"
"ARMIX","01019","01","AIN","3 - Modérée"
"ARS-SUR-FORMANS","01021","01","AIN","2 - Faible"
"ARTEMARE","01022","01","AIN","3 - Modérée"
"ASNIERES-SUR-SAONE","01023","01","AIN","2 - Faible"
"ATTIGNAT","01024","01","AIN","2 - Faible"
"BAGE-LA-VILLE","01025","01","AIN","2 - Faible"
"BAGE-LE-CHATEL","01026","01","AIN","2 - Faible"
"BALAN","01027","01","AIN","3 - Modérée"
"BANEINS","01028","01","AIN","2 - Faible"
"BEAUPONT","01029","01","AIN","3 - Modérée"
"BEAUREGARD","01030","01","AIN","2 - Faible"
"BELIGNEUX","01032","01","AIN","3 - Modérée"
"BELLEGARDE-SUR-VALSERINE","01033","01","AIN","3 - Modérée"
"BELLEY","01034","01","AIN","3 - Modérée"
"BELLEYDOUX","01035","01","AIN","3 - Modérée"
"BELLIGNAT","01031","01","AIN","3 - Modérée"
"BELMONT-LUTHEZIEU","01036","01","AIN","3 - Modérée"
"BENONCES","01037","01","AIN","3 - Modérée"
"BENY","01038","01","AIN","3 - Modérée"
"BEON","01039","01","AIN","3 - Modérée"
"BEREZIAT","01040","01","AIN","2 - Faible"
"BETTANT","01041","01","AIN","3 - Modérée"
"BEY","01042","01","AIN","2 - Faible"
"BEYNOST","01043","01","AIN","2 - Faible"
"BILLIAT","01044","01","AIN","3 - Modérée"
"BIRIEUX","01045","01","AIN","2 - Faible"
"BIZIAT","01046","01","AIN","2 - Faible"
"BLYES","01047","01","AIN","3 - Modérée"
"BOHAS-MEYRIAT-RIGNAT","01245","01","AIN","3 - Modérée"
"BOISSEY","01050","01","AIN","2 - Faible"
"BOLOZON","01051","01","AIN","3 - Modérée"
"BOULIGNEUX","01052","01","AIN","2 - Faible"
"BOURG-EN-BRESSE","01053","01","AIN","3 - Modérée"
"BOURG-SAINT-CHRISTOPHE","01054","01","AIN","3 - Modérée"
"BOYEUX-SAINT-JEROME","01056","01","AIN","3 - Modérée"
"BOZ","01057","01","AIN","2 - Faible"
"BREGNIER-CORDON","01058","01","AIN","3 - Modérée"
"BRENAZ","01059","01","AIN","3 - Modérée"
"BRENOD","01060","01","AIN","3 - Modérée"
"BRENS","01061","01","AIN","3 - Modérée"
"BRESSOLLES","01062","01","AIN","3 - Modérée"
"BRION","01063","01","AIN","3 - Modérée"
"BRIORD","01064","01","AIN","3 - Modérée"
"BUELLAS","01065","01","AIN","2 - Faible"
"CEIGNES","01067","01","AIN","3 - Modérée"
"CERDON","01068","01","AIN","3 - Modérée"
"CERTINES","01069","01","AIN","3 - Modérée"
"CESSY","01071","01","AIN","3 - Modérée"
"CEYZERIAT","01072","01","AIN","3 - Modérée"
"CEYZERIEU","01073","01","AIN","3 - Modérée"
"CHALAMONT","01074","01","AIN","3 - Modérée"
"CHALEINS","01075","01","AIN","2 - Faible"
"CHALEY","01076","01","AIN","3 - Modérée"
"CHALLES-LA-MONTAGNE","01077","01","AIN","3 - Modérée"
"CHALLEX","01078","01","AIN","3 - Modérée"
"CHAMPAGNE-EN-VALROMEY","01079","01","AIN","3 - Modérée"
"CHAMPDOR","01080","01","AIN","3 - Modérée"
"CHAMPFROMIER","01081","01","AIN","3 - Modérée"
"CHANAY","01082","01","AIN","3 - Modérée"
"CHANEINS","01083","01","AIN","2 - Faible"
"CHANOZ-CHATENAY","01084","01","AIN","2 - Faible"
"CHARIX","01087","01","AIN","3 - Modérée"
"CHARNOZ-SUR-AIN","01088","01","AIN","3 - Modérée"
"CHATEAU-GAILLARD","01089","01","AIN","3 - Modérée"
"CHATENAY","01090","01","AIN","3 - Modérée"
"CHATILLON-EN-MICHAILLE","01091","01","AIN","3 - Modérée"
"CHATILLON-LA-PALUD","01092","01","AIN","3 - Modérée"
"CHATILLON-SUR-CHALARONNE","01093","01","AIN","2 - Faible"
"CHAVANNES-SUR-REYSSOUZE","01094","01","AIN","2 - Faible"
"CHAVANNES-SUR-SURAN","01095","01","AIN","3 - Modérée"
"CHAVEYRIAT","01096","01","AIN","2 - Faible"
"CHAVORNAY","01097","01","AIN","3 - Modérée"
"CHAZEY-BONS","01098","01","AIN","3 - Modérée"
"CHAZEY-SUR-AIN","01099","01","AIN","3 - Modérée"
"CHEIGNIEU-LA-BALME","01100","01","AIN","3 - Modérée"
"CHEVILLARD","01101","01","AIN","3 - Modérée"
"CHEVROUX","01102","01","AIN","2 - Faible"
"CHEVRY","01103","01","AIN","3 - Modérée"
"CHEZERY-FORENS","01104","01","AIN","3 - Modérée"
"CIVRIEUX","01105","01","AIN","2 - Faible"
"CIZE","01106","01","AIN","3 - Modérée"
"CLEYZIEU","01107","01","AIN","3 - Modérée"
"COLIGNY","01108","01","AIN","3 - Modérée"
"COLLONGES","01109","01","AIN","3 - Modérée"
"COLOMIEU","01110","01","AIN","3 - Modérée"
"CONAND","01111","01","AIN","3 - Modérée"
"CONDAMINE","01112","01","AIN","3 - Modérée"
"CONDEISSIAT","01113","01","AIN","2 - Faible"
"CONFORT","01114","01","AIN","3 - Modérée"
"CONFRANCON","01115","01","AIN","2 - Faible"
"CONTREVOZ","01116","01","AIN","3 - Modérée"
"CONZIEU","01117","01","AIN","3 - Modérée"
"CORBONOD","01118","01","AIN","3 - Modérée"
"CORCELLES","01119","01","AIN","3 - Modérée"
"CORLIER","01121","01","AIN","3 - Modérée"
"CORMARANCHE-EN-BUGEY","01122","01","AIN","3 - Modérée"
"CORMORANCHE-SUR-SAONE","01123","01","AIN","2 - Faible"
"CORMOZ","01124","01","AIN","2 - Faible"
"CORVEISSIAT","01125","01","AIN","3 - Modérée"
"COURMANGOUX","01127","01","AIN","3 - Modérée"
"COURTES","01128","01","AIN","2 - Faible"
"CRANS","01129","01","AIN","3 - Modérée"
"CRAS-SUR-REYSSOUZE","01130","01","AIN","2 - Faible"
"CRESSIN-ROCHEFORT","01133","01","AIN","3 - Modérée"
"CROTTET","01134","01","AIN","2 - Faible"
"CROZET","01135","01","AIN","3 - Modérée"
"CRUZILLES-LES-MEPILLAT","01136","01","AIN","2 - Faible"
"CULOZ","01138","01","AIN","3 - Modérée"
"CURCIAT-DONGALON","01139","01","AIN","2 - Faible"
"CURTAFOND","01140","01","AIN","2 - Faible"
"CUZIEU","01141","01","AIN","3 - Modérée"
"DAGNEUX","01142","01","AIN","3 - Modérée"
"DIVONNE-LES-BAINS","01143","01","AIN","3 - Modérée"
"DOMMARTIN","01144","01","AIN","2 - Faible"
"DOMPIERRE-SUR-CHALARONNE","01146","01","AIN","2 - Faible"
"DOMPIERRE-SUR-VEYLE","01145","01","AIN","3 - Modérée"
"DOMSURE","01147","01","AIN","3 - Modérée"
"DORTAN","01148","01","AIN","3 - Modérée"
"DOUVRES","01149","01","AIN","3 - Modérée"
"DROM","01150","01","AIN","3 - Modérée"
"DRUILLAT","01151","01","AIN","3 - Modérée"
"ECHALLON","01152","01","AIN","3 - Modérée"
"ECHENEVEX","01153","01","AIN","3 - Modérée"
"ETREZ","01154","01","AIN","2 - Faible"
"EVOSGES","01155","01","AIN","3 - Modérée"
"FARAMANS","01156","01","AIN","3 - Modérée"
"FAREINS","01157","01","AIN","2 - Faible"
"FARGES","01158","01","AIN","3 - Modérée"
"FEILLENS","01159","01","AIN","2 - Faible"
"FERNEY-VOLTAIRE","01160","01","AIN","3 - Modérée"
"FLAXIEU","01162","01","AIN","3 - Modérée"
"FOISSIAT","01163","01","AIN","2 - Faible"
"FRANCHELEINS","01165","01","AIN","2 - Faible"
"FRANS","01166","01","AIN","2 - Faible"
"GARNERANS","01167","01","AIN","2 - Faible"
"GENOUILLEUX","01169","01","AIN","2 - Faible"
"GEOVREISSET","01171","01","AIN","3 - Modérée"
"GEOVREISSIAT","01170","01","AIN","3 - Modérée"
"GERMAGNAT","01172","01","AIN","3 - Modérée"
"GEX","01173","01","AIN","3 - Modérée"
"GIRON","01174","01","AIN","3 - Modérée"
"GORREVOD","01175","01","AIN","2 - Faible"
"GRAND-CORENT","01177","01","AIN","3 - Modérée"
"GRIEGES","01179","01","AIN","2 - Faible"
"GRILLY","01180","01","AIN","3 - Modérée"
"GROISSIAT","01181","01","AIN","3 - Modérée"
"GROSLEE","01182","01","AIN","3 - Modérée"
"GUEREINS","01183","01","AIN","2 - Faible"
"HAUTECOURT-ROMANECHE","01184","01","AIN","3 - Modérée"
"HAUTEVILLE-LOMPNES","01185","01","AIN","3 - Modérée"
"HOSTIAS","01186","01","AIN","3 - Modérée"
"HOTONNES","01187","01","AIN","3 - Modérée"
"ILLIAT","01188","01","AIN","2 - Faible"
"INJOUX-GENISSIAT","01189","01","AIN","3 - Modérée"
"INNIMOND","01190","01","AIN","3 - Modérée"
"IZENAVE","01191","01","AIN","3 - Modérée"
"IZERNORE","01192","01","AIN","3 - Modérée"
"IZIEU","01193","01","AIN","3 - Modérée"
"JASSANS-RIOTTIER","01194","01","AIN","2 - Faible"
"JASSERON","01195","01","AIN","3 - Modérée"
"JAYAT","01196","01","AIN","2 - Faible"
"JOURNANS","01197","01","AIN","3 - Modérée"
"JOYEUX","01198","01","AIN","3 - Modérée"
"JUJURIEUX","01199","01","AIN","3 - Modérée"
"LA BOISSE","01049","01","AIN","3 - Modérée"
"LA BURBANCHE","01066","01","AIN","3 - Modérée"
"LA CHAPELLE-DU-CHATELARD","01085","01","AIN","2 - Faible"
"LA TRANCLIERE","01425","01","AIN","3 - Modérée"
"LABALME","01200","01","AIN","3 - Modérée"
"L'ABERGEMENT-CLEMENCIAT","01001","01","AIN","2 - Faible"
"L'ABERGEMENT-DE-VAREY","01002","01","AIN","3 - Modérée"
"LAGNIEU","01202","01","AIN","3 - Modérée"
"LAIZ","01203","01","AIN","2 - Faible"
"LALLEYRIAT","01204","01","AIN","3 - Modérée"
"LANCRANS","01205","01","AIN","3 - Modérée"
"LANTENAY","01206","01","AIN","3 - Modérée"
"LAPEYROUSE","01207","01","AIN","2 - Faible"
"LAVOURS","01208","01","AIN","3 - Modérée"
"LE GRAND-ABERGEMENT","01176","01","AIN","3 - Modérée"
"LE MONTELLIER","01260","01","AIN","2 - Faible"
"LE PETIT-ABERGEMENT","01292","01","AIN","3 - Modérée"
"LE PLANTAY","01299","01","AIN","2 - Faible"
"LE POIZAT","01300","01","AIN","3 - Modérée"
"LEAZ","01209","01","AIN","3 - Modérée"
"LELEX","01210","01","AIN","3 - Modérée"
"LENT","01211","01","AIN","3 - Modérée"
"LES NEYROLLES","01274","01","AIN","3 - Modérée"
"LESCHEROUX","01212","01","AIN","2 - Faible"
"LEYMENT","01213","01","AIN","3 - Modérée"
"LEYSSARD","01214","01","AIN","3 - Modérée"
"LHOPITAL","01215","01","AIN","3 - Modérée"
"LHUIS","01216","01","AIN","3 - Modérée"
"LOCHIEU","01218","01","AIN","3 - Modérée"
"LOMPNAS","01219","01","AIN","3 - Modérée"
"LOMPNIEU","01221","01","AIN","3 - Modérée"
"LOYETTES","01224","01","AIN","3 - Modérée"
"LURCY","01225","01","AIN","2 - Faible"
"MAGNIEU","01227","01","AIN","3 - Modérée"
"MAILLAT","01228","01","AIN","3 - Modérée"
"MALAFRETAZ","01229","01","AIN","2 - Faible"
"MANTENAY-MONTLIN","01230","01","AIN","2 - Faible"
"MANZIAT","01231","01","AIN","2 - Faible"
"MARBOZ","01232","01","AIN","3 - Modérée"
"MARCHAMP","01233","01","AIN","3 - Modérée"
"MARIGNIEU","01234","01","AIN","3 - Modérée"
"MARLIEUX","01235","01","AIN","2 - Faible"
"MARSONNAS","01236","01","AIN","2 - Faible"
"MARTIGNAT","01237","01","AIN","3 - Modérée"
"MASSIEUX","01238","01","AIN","2 - Faible"
"MASSIGNIEU-DE-RIVES","01239","01","AIN","4 - Moyenne"
"MATAFELON-GRANGES","01240","01","AIN","3 - Modérée"
"MEILLONNAS","01241","01","AIN","3 - Modérée"
"MERIGNAT","01242","01","AIN","3 - Modérée"
"MESSIMY-SUR-SAONE","01243","01","AIN","2 - Faible"
"MEXIMIEUX","01244","01","AIN","3 - Modérée"
"MEZERIAT","01246","01","AIN","2 - Faible"
"MIJOUX","01247","01","AIN","3 - Modérée"
"MIONNAY","01248","01","AIN","2 - Faible"
"MIRIBEL","01249","01","AIN","2 - Faible"
"MISERIEUX","01250","01","AIN","2 - Faible"
"MOGNENEINS","01252","01","AIN","2 - Faible"
"MONTAGNAT","01254","01","AIN","3 - Modérée"
"MONTAGNIEU","01255","01","AIN","3 - Modérée"
"MONTANGES","01257","01","AIN","3 - Modérée"
"MONTCEAUX","01258","01","AIN","2 - Faible"
"MONTCET","01259","01","AIN","2 - Faible"
"MONTHIEUX","01261","01","AIN","2 - Faible"
"MONTLUEL","01262","01","AIN","2 - Faible"
"MONTMERLE-SUR-SAONE","01263","01","AIN","2 - Faible"
"MONTRACOL","01264","01","AIN","2 - Faible"
"MONTREAL-LA-CLUSE","01265","01","AIN","3 - Modérée"
"MONTREVEL-EN-BRESSE","01266","01","AIN","2 - Faible"
"MURS-ET-GELIGNIEUX","01268","01","AIN","4 - Moyenne"
"NANTUA","01269","01","AIN","3 - Modérée"
"NATTAGES","01271","01","AIN","4 - Moyenne"
"NEUVILLE-LES-DAMES","01272","01","AIN","2 - Faible"
"NEUVILLE-SUR-AIN","01273","01","AIN","3 - Modérée"
"NEYRON","01275","01","AIN","2 - Faible"
"NIEVROZ","01276","01","AIN","3 - Modérée"
"NIVOLLET-MONTGRIFFON","01277","01","AIN","3 - Modérée"
"NURIEUX-VOLOGNAT","01267","01","AIN","3 - Modérée"
"ONCIEU","01279","01","AIN","3 - Modérée"
"ORDONNAZ","01280","01","AIN","3 - Modérée"
"ORNEX","01281","01","AIN","3 - Modérée"
"OUTRIAZ","01282","01","AIN","3 - Modérée"
"OYONNAX","01283","01","AIN","3 - Modérée"
"OZAN","01284","01","AIN","2 - Faible"
"PARCIEUX","01285","01","AIN","2 - Faible"
"PARVES","01286","01","AIN","4 - Moyenne"
"PERON","01288","01","AIN","3 - Modérée"
"PERONNAS","01289","01","AIN","3 - Modérée"
"PEROUGES","01290","01","AIN","3 - Modérée"
"PERREX","01291","01","AIN","2 - Faible"
"PEYRIAT","01293","01","AIN","3 - Modérée"
"PEYRIEU","01294","01","AIN","4 - Moyenne"
"PEYZIEUX-SUR-SAONE","01295","01","AIN","2 - Faible"
"PIRAJOUX","01296","01","AIN","3 - Modérée"
"PIZAY","01297","01","AIN","3 - Modérée"
"PLAGNE","01298","01","AIN","3 - Modérée"
"POLLIAT","01301","01","AIN","2 - Faible"
"POLLIEU","01302","01","AIN","3 - Modérée"
"PONCIN","01303","01","AIN","3 - Modérée"
"PONT-D'AIN","01304","01","AIN","3 - Modérée"
"PONT-DE-VAUX","01305","01","AIN","2 - Faible"
"PONT-DE-VEYLE","01306","01","AIN","2 - Faible"
"PORT","01307","01","AIN","3 - Modérée"
"POUGNY","01308","01","AIN","3 - Modérée"
"POUILLAT","01309","01","AIN","3 - Modérée"
"PREMEYZEL","01310","01","AIN","3 - Modérée"
"PREMILLIEU","01311","01","AIN","3 - Modérée"
"PRESSIAT","01312","01","AIN","3 - Modérée"
"PREVESSIN-MOENS","01313","01","AIN","3 - Modérée"
"PRIAY","01314","01","AIN","3 - Modérée"
"PUGIEU","01316","01","AIN","3 - Modérée"
"RAMASSE","01317","01","AIN","3 - Modérée"
"RANCE","01318","01","AIN","2 - Faible"
"RELEVANT","01319","01","AIN","2 - Faible"
"REPLONGES","01320","01","AIN","2 - Faible"
"REVONNAS","01321","01","AIN","3 - Modérée"
"REYRIEUX","01322","01","AIN","2 - Faible"
"REYSSOUZE","01323","01","AIN","2 - Faible"
"RIGNIEUX-LE-FRANC","01325","01","AIN","3 - Modérée"
"ROMANS","01328","01","AIN","2 - Faible"
"ROSSILLON","01329","01","AIN","3 - Modérée"
"RUFFIEU","01330","01","AIN","3 - Modérée"
"SAINT-ALBAN","01331","01","AIN","3 - Modérée"
"SAINT-ANDRE-DE-BAGE","01332","01","AIN","2 - Faible"
"SAINT-ANDRE-DE-CORCY","01333","01","AIN","2 - Faible"
"SAINT-ANDRE-D'HUIRIAT","01334","01","AIN","2 - Faible"
"SAINT-ANDRE-LE-BOUCHOUX","01335","01","AIN","2 - Faible"
"SAINT-ANDRE-SUR-VIEUX-JONC","01336","01","AIN","2 - Faible"
"SAINT-BENIGNE","01337","01","AIN","2 - Faible"
"SAINT-BENOIT","01338","01","AIN","3 - Modérée"
"SAINT-BERNARD","01339","01","AIN","2 - Faible"
"SAINT-BOIS","01340","01","AIN","3 - Modérée"
"SAINT-CHAMP","01341","01","AIN","3 - Modérée"
"SAINT-CYR-SUR-MENTHON","01343","01","AIN","2 - Faible"
"SAINT-DENIS-EN-BUGEY","01345","01","AIN","3 - Modérée"
"SAINT-DENIS-LES-BOURG","01344","01","AIN","2 - Faible"
"SAINT-DIDIER-D'AUSSIAT","01346","01","AIN","2 - Faible"
"SAINT-DIDIER-DE-FORMANS","01347","01","AIN","2 - Faible"
"SAINT-DIDIER-SUR-CHALARONNE","01348","01","AIN","2 - Faible"
"SAINTE-CROIX","01342","01","AIN","2 - Faible"
"SAINTE-EUPHEMIE","01353","01","AIN","2 - Faible"
"SAINTE-JULIE","01366","01","AIN","3 - Modérée"
"SAINT-ELOI","01349","01","AIN","3 - Modérée"
"SAINTE-OLIVE","01382","01","AIN","2 - Faible"
"SAINT-ETIENNE-DU-BOIS","01350","01","AIN","3 - Modérée"
"SAINT-ETIENNE-SUR-CHALARONNE","01351","01","AIN","2 - Faible"
"SAINT-ETIENNE-SUR-REYSSOUZE","01352","01","AIN","2 - Faible"
"SAINT-GENIS-POUILLY","01354","01","AIN","3 - Modérée"
"SAINT-GENIS-SUR-MENTHON","01355","01","AIN","2 - Faible"
"SAINT-GEORGES-SUR-RENON","01356","01","AIN","2 - Faible"
"SAINT-GERMAIN-DE-JOUX","01357","01","AIN","3 - Modérée"
"SAINT-GERMAIN-LES-PAROISSES","01358","01","AIN","3 - Modérée"
"SAINT-GERMAIN-SUR-RENON","01359","01","AIN","2 - Faible"
"SAINT-JEAN-DE-GONVILLE","01360","01","AIN","3 - Modérée"
"SAINT-JEAN-DE-NIOST","01361","01","AIN","3 - Modérée"
"SAINT-JEAN-DE-THURIGNEUX","01362","01","AIN","2 - Faible"
"SAINT-JEAN-LE-VIEUX","01363","01","AIN","3 - Modérée"
"SAINT-JEAN-SUR-REYSSOUZE","01364","01","AIN","2 - Faible"
"SAINT-JEAN-SUR-VEYLE","01365","01","AIN","2 - Faible"
"SAINT-JULIEN-SUR-REYSSOUZE","01367","01","AIN","2 - Faible"
"SAINT-JULIEN-SUR-VEYLE","01368","01","AIN","2 - Faible"
"SAINT-JUST","01369","01","AIN","3 - Modérée"
"SAINT-LAURENT-SUR-SAONE","01370","01","AIN","2 - Faible"
"SAINT-MARCEL","01371","01","AIN","2 - Faible"
"SAINT-MARTIN-DE-BAVEL","01372","01","AIN","3 - Modérée"
"SAINT-MARTIN-DU-FRENE","01373","01","AIN","3 - Modérée"
"SAINT-MARTIN-DU-MONT","01374","01","AIN","3 - Modérée"
"SAINT-MARTIN-LE-CHATEL","01375","01","AIN","2 - Faible"
"SAINT-MAURICE-DE-BEYNOST","01376","01","AIN","2 - Faible"
"SAINT-MAURICE-DE-GOURDANS","01378","01","AIN","3 - Modérée"
"SAINT-MAURICE-DE-REMENS","01379","01","AIN","3 - Modérée"
"SAINT-NIZIER-LE-BOUCHOUX","01380","01","AIN","2 - Faible"
"SAINT-NIZIER-LE-DESERT","01381","01","AIN","3 - Modérée"
"SAINT-PAUL-DE-VARAX","01383","01","AIN","2 - Faible"
"SAINT-RAMBERT-EN-BUGEY","01384","01","AIN","3 - Modérée"
"SAINT-REMY","01385","01","AIN","2 - Faible"
"SAINT-SORLIN-EN-BUGEY","01386","01","AIN","3 - Modérée"
"SAINT-SULPICE","01387","01","AIN","2 - Faible"
"SAINT-TRIVIER-DE-COURTES","01388","01","AIN","2 - Faible"
"SAINT-TRIVIER-SUR-MOIGNANS","01389","01","AIN","2 - Faible"
"SAINT-VULBAS","01390","01","AIN","3 - Modérée"
"SALAVRE","01391","01","AIN","3 - Modérée"
"SAMOGNAT","01392","01","AIN","3 - Modérée"
"SANDRANS","01393","01","AIN","2 - Faible"
"SAULT-BRENAZ","01396","01","AIN","3 - Modérée"
"SAUVERNY","01397","01","AIN","3 - Modérée"
"SAVIGNEUX","01398","01","AIN","2 - Faible"
"SEGNY","01399","01","AIN","3 - Modérée"
"SEILLONNAZ","01400","01","AIN","3 - Modérée"
"SERGY","01401","01","AIN","3 - Modérée"
"SERMOYER","01402","01","AIN","2 - Faible"
"SERRIERES-DE-BRIORD","01403","01","AIN","3 - Modérée"
"SERRIERES-SUR-AIN","01404","01","AIN","3 - Modérée"
"SERVAS","01405","01","AIN","3 - Modérée"
"SERVIGNAT","01406","01","AIN","2 - Faible"
"SEYSSEL","01407","01","AIN","3 - Modérée"
"SIMANDRE-SUR-SURAN","01408","01","AIN","3 - Modérée"
"SONGIEU","01409","01","AIN","3 - Modérée"
"SONTHONNAX-LA-MONTAGNE","01410","01","AIN","3 - Modérée"
"SOUCLIN","01411","01","AIN","3 - Modérée"
"SULIGNAT","01412","01","AIN","2 - Faible"
"SURJOUX","01413","01","AIN","3 - Modérée"
"SUTRIEU","01414","01","AIN","3 - Modérée"
"TALISSIEU","01415","01","AIN","3 - Modérée"
"TENAY","01416","01","AIN","3 - Modérée"
"THEZILLIEU","01417","01","AIN","3 - Modérée"
"THIL","01418","01","AIN","2 - Faible"
"THOIRY","01419","01","AIN","3 - Modérée"
"THOISSEY","01420","01","AIN","2 - Faible"
"TORCIEU","01421","01","AIN","3 - Modérée"
"TOSSIAT","01422","01","AIN","3 - Modérée"
"TOUSSIEUX","01423","01","AIN","2 - Faible"
"TRAMOYES","01424","01","AIN","2 - Faible"
"TREFFORT-CUISIAT","01426","01","AIN","3 - Modérée"
"TREVOUX","01427","01","AIN","2 - Faible"
"VALEINS","01428","01","AIN","2 - Faible"
"VANDEINS","01429","01","AIN","2 - Faible"
"VARAMBON","01430","01","AIN","3 - Modérée"
"VAUX-EN-BUGEY","01431","01","AIN","3 - Modérée"
"VERJON","01432","01","AIN","3 - Modérée"
"VERNOUX","01433","01","AIN","2 - Faible"
"VERSAILLEUX","01434","01","AIN","3 - Modérée"
"VERSONNEX","01435","01","AIN","3 - Modérée"
"VESANCY","01436","01","AIN","3 - Modérée"
"VESCOURS","01437","01","AIN","2 - Faible"
"VESINES","01439","01","AIN","2 - Faible"
"VIEU","01442","01","AIN","3 - Modérée"
"VIEU-D'IZENAVE","01441","01","AIN","3 - Modérée"
"VILLARS-LES-DOMBES","01443","01","AIN","2 - Faible"
"VILLEBOIS","01444","01","AIN","3 - Modérée"
"VILLEMOTIER","01445","01","AIN","3 - Modérée"
"VILLENEUVE","01446","01","AIN","2 - Faible"
"VILLEREVERSURE","01447","01","AIN","3 - Modérée"
"VILLES","01448","01","AIN","3 - Modérée"
"VILLETTE-SUR-AIN","01449","01","AIN","3 - Modérée"
"VILLIEU-LOYES-MOLLON","01450","01","AIN","3 - Modérée"
"VIRIAT","01451","01","AIN","3 - Modérée"
"VIRIEU-LE-GRAND","01452","01","AIN","3 - Modérée"
"VIRIEU-LE-PETIT","01453","01","AIN","3 - Modérée"
"VIRIGNIN","01454","01","AIN","3 - Modérée"
"VONGNES","01456","01","AIN","3 - Modérée"
"VONNAS","01457","01","AIN","2 - Faible"
"ABBECOURT","02001","02","AISNE","1 - Très faible"
"ACHERY","02002","02","AISNE","1 - Très faible"
"ACY","02003","02","AISNE","1 - Très faible"
"AGNICOURT-ET-SECHELLES","02004","02","AISNE","1 - Très faible"
"AGUILCOURT","02005","02","AISNE","1 - Très faible"
"AISONVILLE-ET-BERNOVILLE","02006","02","AISNE","2 - Faible"
"AIZELLES","02007","02","AISNE","1 - Très faible"
"AIZY-JOUY","02008","02","AISNE","1 - Très faible"
"ALAINCOURT","02009","02","AISNE","1 - Très faible"
"ALLEMANT","02010","02","AISNE","1 - Très faible"
"AMBLENY","02011","02","AISNE","1 - Très faible"
"AMBRIEF","02012","02","AISNE","1 - Très faible"
"AMIFONTAINE","02013","02","AISNE","1 - Très faible"
"AMIGNY-ROUY","02014","02","AISNE","1 - Très faible"
"ANCIENVILLE","02015","02","AISNE","1 - Très faible"
"ANDELAIN","02016","02","AISNE","1 - Très faible"
"ANGUILCOURT-LE-SART","02017","02","AISNE","1 - Très faible"
"ANIZY-LE-CHATEAU","02018","02","AISNE","1 - Très faible"
"ANNOIS","02019","02","AISNE","1 - Très faible"
"ANY-MARTIN-RIEUX","02020","02","AISNE","2 - Faible"
"ARCHON","02021","02","AISNE","1 - Très faible"
"ARCY-SAINTE-RESTITUE","02022","02","AISNE","1 - Très faible"
"ARMENTIERES-SUR-OURCQ","02023","02","AISNE","1 - Très faible"
"ARRANCY","02024","02","AISNE","1 - Très faible"
"ARTEMPS","02025","02","AISNE","1 - Très faible"
"ARTONGES","02026","02","AISNE","1 - Très faible"
"ASSIS-SUR-SERRE","02027","02","AISNE","1 - Très faible"
"ATHIES-SOUS-LAON","02028","02","AISNE","1 - Très faible"
"ATTILLY","02029","02","AISNE","1 - Très faible"
"AUBENCHEUL-AUX-BOIS","02030","02","AISNE","2 - Faible"
"AUBENTON","02031","02","AISNE","2 - Faible"
"AUBIGNY-AUX-KAISNES","02032","02","AISNE","1 - Très faible"
"AUBIGNY-EN-LAONNOIS","02033","02","AISNE","1 - Très faible"
"AUDIGNICOURT","02034","02","AISNE","1 - Très faible"
"AUDIGNY","02035","02","AISNE","1 - Très faible"
"AUGY","02036","02","AISNE","1 - Très faible"
"AULNOIS-SOUS-LAON","02037","02","AISNE","1 - Très faible"
"AUTREMENCOURT","02039","02","AISNE","1 - Très faible"
"AUTREPPES","02040","02","AISNE","2 - Faible"
"AUTREVILLE","02041","02","AISNE","1 - Très faible"
"AZY-SUR-MARNE","02042","02","AISNE","1 - Très faible"
"BAGNEUX","02043","02","AISNE","1 - Très faible"
"BANCIGNY","02044","02","AISNE","1 - Très faible"
"BARENTON-BUGNY","02046","02","AISNE","1 - Très faible"
"BARENTON-CEL","02047","02","AISNE","1 - Très faible"
"BARENTON-SUR-SERRE","02048","02","AISNE","1 - Très faible"
"BARISIS","02049","02","AISNE","1 - Très faible"
"BARZY-EN-THIERACHE","02050","02","AISNE","2 - Faible"
"BARZY-SUR-MARNE","02051","02","AISNE","1 - Très faible"
"BASSOLES-AULERS","02052","02","AISNE","1 - Très faible"
"BAULNE-EN-BRIE","02053","02","AISNE","1 - Très faible"
"BAZOCHES-SUR-VESLES","02054","02","AISNE","1 - Très faible"
"BEAUME","02055","02","AISNE","2 - Faible"
"BEAUMONT-EN-BEINE","02056","02","AISNE","1 - Très faible"
"BEAUREVOIR","02057","02","AISNE","2 - Faible"
"BEAURIEUX","02058","02","AISNE","1 - Très faible"
