"Nom_Commune","INSEE_Commune","INSEE_Département","Nom_Département","Zone de sismicité"
"BRIOLLAY","49048","49","MAINE-ET-LOIRE","2 - Faible"
"BRION","49049","49","MAINE-ET-LOIRE","2 - Faible"
"BRISSAC-QUINCE","49050","49","MAINE-ET-LOIRE","2 - Faible"
"BRISSARTHE","49051","49","MAINE-ET-LOIRE","2 - Faible"
"BROC","49052","49","MAINE-ET-LOIRE","2 - Faible"
"BROSSAY","49053","49","MAINE-ET-LOIRE","3 - Modérée"
"CANDE","49054","49","MAINE-ET-LOIRE","2 - Faible"
"CANTENAY-EPINARD","49055","49","MAINE-ET-LOIRE","2 - Faible"
"CARBAY","49056","49","MAINE-ET-LOIRE","2 - Faible"
"CERNUSSON","49057","49","MAINE-ET-LOIRE","3 - Modérée"
"CHACE","49060","49","MAINE-ET-LOIRE","2 - Faible"
"CHALLAIN-LA-POTHERIE","49061","49","MAINE-ET-LOIRE","2 - Faible"
"CHALONNES-SOUS-LE-LUDE","49062","49","MAINE-ET-LOIRE","2 - Faible"
"CHALONNES-SUR-LOIRE","49063","49","MAINE-ET-LOIRE","2 - Faible"
"CHAMBELLAY","49064","49","MAINE-ET-LOIRE","2 - Faible"
"CHAMPIGNE","49065","49","MAINE-ET-LOIRE","2 - Faible"
"CHAMP-SUR-LAYON","49066","49","MAINE-ET-LOIRE","3 - Modérée"
"CHAMPTEUSSE-SUR-BACONNE","49067","49","MAINE-ET-LOIRE","2 - Faible"
"CHAMPTOCEAUX","49069","49","MAINE-ET-LOIRE","3 - Modérée"
"CHAMPTOCE-SUR-LOIRE","49068","49","MAINE-ET-LOIRE","2 - Faible"
"CHANTELOUP-LES-BOIS","49070","49","MAINE-ET-LOIRE","3 - Modérée"
"CHANZEAUX","49071","49","MAINE-ET-LOIRE","3 - Modérée"
"CHARCE-SAINT-ELLIER-SUR-AUBANCE","49078","49","MAINE-ET-LOIRE","2 - Faible"
"CHARTRENE","49079","49","MAINE-ET-LOIRE","2 - Faible"
"CHATEAUNEUF-SUR-SARTHE","49080","49","MAINE-ET-LOIRE","2 - Faible"
"CHATELAIS","49081","49","MAINE-ET-LOIRE","2 - Faible"
"CHAUDEFONDS-SUR-LAYON","49082","49","MAINE-ET-LOIRE","2 - Faible"
"CHAUDRON-EN-MAUGES","49083","49","MAINE-ET-LOIRE","3 - Modérée"
"CHAUMONT-D'ANJOU","49084","49","MAINE-ET-LOIRE","2 - Faible"
"CHAVAGNES","49086","49","MAINE-ET-LOIRE","2 - Faible"
"CHAVAIGNES","49087","49","MAINE-ET-LOIRE","2 - Faible"
"CHAZE-HENRY","49088","49","MAINE-ET-LOIRE","2 - Faible"
"CHAZE-SUR-ARGOS","49089","49","MAINE-ET-LOIRE","2 - Faible"
"CHEFFES","49090","49","MAINE-ET-LOIRE","2 - Faible"
"CHEMELLIER","49091","49","MAINE-ET-LOIRE","2 - Faible"
"CHEMILLE","49092","49","MAINE-ET-LOIRE","3 - Modérée"
"CHEMIRE-SUR-SARTHE","49093","49","MAINE-ET-LOIRE","2 - Faible"
"CHENEHUTTE-TREVES-CUNAULT","49094","49","MAINE-ET-LOIRE","2 - Faible"
"CHENILLE-CHANGE","49095","49","MAINE-ET-LOIRE","2 - Faible"
"CHERRE","49096","49","MAINE-ET-LOIRE","2 - Faible"
"CHEVIRE-LE-ROUGE","49097","49","MAINE-ET-LOIRE","2 - Faible"
"CHIGNE","49098","49","MAINE-ET-LOIRE","2 - Faible"
"CHOLET","49099","49","MAINE-ET-LOIRE","3 - Modérée"
"CIZAY-LA-MADELEINE","49100","49","MAINE-ET-LOIRE","3 - Modérée"
"CLEFS","49101","49","MAINE-ET-LOIRE","2 - Faible"
"CLERE-SUR-LAYON","49102","49","MAINE-ET-LOIRE","3 - Modérée"
"COMBREE","49103","49","MAINE-ET-LOIRE","2 - Faible"
"CONCOURSON-SUR-LAYON","49104","49","MAINE-ET-LOIRE","3 - Modérée"
"CONTIGNE","49105","49","MAINE-ET-LOIRE","2 - Faible"
"CORNE","49106","49","MAINE-ET-LOIRE","2 - Faible"
"CORNILLE-LES-CAVES","49107","49","MAINE-ET-LOIRE","2 - Faible"
"CORON","49109","49","MAINE-ET-LOIRE","3 - Modérée"
"CORZE","49110","49","MAINE-ET-LOIRE","2 - Faible"
"COSSE-D'ANJOU","49111","49","MAINE-ET-LOIRE","3 - Modérée"
"COURCHAMPS","49113","49","MAINE-ET-LOIRE","2 - Faible"
"COURLEON","49114","49","MAINE-ET-LOIRE","2 - Faible"
"COUTURES","49115","49","MAINE-ET-LOIRE","2 - Faible"
"CUON","49116","49","MAINE-ET-LOIRE","2 - Faible"
"DAUMERAY","49119","49","MAINE-ET-LOIRE","2 - Faible"
"DENEE","49120","49","MAINE-ET-LOIRE","2 - Faible"
"DENEZE-SOUS-DOUE","49121","49","MAINE-ET-LOIRE","2 - Faible"
"DENEZE-SOUS-LE-LUDE","49122","49","MAINE-ET-LOIRE","2 - Faible"
"DISTRE","49123","49","MAINE-ET-LOIRE","2 - Faible"
"DOUE-LA-FONTAINE","49125","49","MAINE-ET-LOIRE","3 - Modérée"
"DRAIN","49126","49","MAINE-ET-LOIRE","3 - Modérée"
"DURTAL","49127","49","MAINE-ET-LOIRE","2 - Faible"
"ECHEMIRE","49128","49","MAINE-ET-LOIRE","2 - Faible"
"ECOUFLANT","49129","49","MAINE-ET-LOIRE","2 - Faible"
"ECUILLE","49130","49","MAINE-ET-LOIRE","2 - Faible"
"EPIEDS","49131","49","MAINE-ET-LOIRE","3 - Modérée"
"ETRICHE","49132","49","MAINE-ET-LOIRE","2 - Faible"
"FAVERAYE-MACHELLES","49133","49","MAINE-ET-LOIRE","3 - Modérée"
"FAYE-D'ANJOU","49134","49","MAINE-ET-LOIRE","2 - Faible"
"FENEU","49135","49","MAINE-ET-LOIRE","2 - Faible"
"FONTAINE-GUERIN","49138","49","MAINE-ET-LOIRE","2 - Faible"
"FONTAINE-MILON","49139","49","MAINE-ET-LOIRE","2 - Faible"
"FONTEVRAUD-L'ABBAYE","49140","49","MAINE-ET-LOIRE","2 - Faible"
"FORGES","49141","49","MAINE-ET-LOIRE","2 - Faible"
"FOUGERE","49143","49","MAINE-ET-LOIRE","2 - Faible"
"FREIGNE","49144","49","MAINE-ET-LOIRE","2 - Faible"
"GEE","49147","49","MAINE-ET-LOIRE","2 - Faible"
"GENE","49148","49","MAINE-ET-LOIRE","2 - Faible"
"GENNES","49149","49","MAINE-ET-LOIRE","2 - Faible"
"GENNETEIL","49150","49","MAINE-ET-LOIRE","2 - Faible"
"GESTE","49151","49","MAINE-ET-LOIRE","3 - Modérée"
"GREZILLE","49154","49","MAINE-ET-LOIRE","2 - Faible"
"GREZ-NEUVILLE","49155","49","MAINE-ET-LOIRE","2 - Faible"
"GRUGE-L'HOPITAL","49156","49","MAINE-ET-LOIRE","2 - Faible"
"HUILLE","49159","49","MAINE-ET-LOIRE","2 - Faible"
"INGRANDES","49160","49","MAINE-ET-LOIRE","2 - Faible"
"JALLAIS","49162","49","MAINE-ET-LOIRE","3 - Modérée"
"JARZE","49163","49","MAINE-ET-LOIRE","2 - Faible"
"JUIGNE-SUR-LOIRE","49167","49","MAINE-ET-LOIRE","2 - Faible"
"JUVARDEIL","49170","49","MAINE-ET-LOIRE","2 - Faible"
"LA BOHALLE","49032","49","MAINE-ET-LOIRE","2 - Faible"
"LA BOISSIERE-SUR-EVRE","49033","49","MAINE-ET-LOIRE","3 - Modérée"
"LA BREILLE-LES-PINS","49045","49","MAINE-ET-LOIRE","2 - Faible"
"LA CHAPELLE-DU-GENET","49072","49","MAINE-ET-LOIRE","3 - Modérée"
"LA CHAPELLE-HULLIN","49073","49","MAINE-ET-LOIRE","2 - Faible"
"LA CHAPELLE-ROUSSELIN","49074","49","MAINE-ET-LOIRE","3 - Modérée"
"LA CHAPELLE-SAINT-FLORENT","49075","49","MAINE-ET-LOIRE","3 - Modérée"
"LA CHAPELLE-SAINT-LAUD","49076","49","MAINE-ET-LOIRE","2 - Faible"
"LA CHAPELLE-SUR-OUDON","49077","49","MAINE-ET-LOIRE","2 - Faible"
"LA CHAUSSAIRE","49085","49","MAINE-ET-LOIRE","3 - Modérée"
"LA CORNUAILLE","49108","49","MAINE-ET-LOIRE","2 - Faible"
"LA DAGUENIERE","49117","49","MAINE-ET-LOIRE","2 - Faible"
"LA FERRIERE-DE-FLEE","49136","49","MAINE-ET-LOIRE","2 - Faible"
"LA FOSSE-DE-TIGNE","49142","49","MAINE-ET-LOIRE","3 - Modérée"
"LA JAILLE-YVON","49161","49","MAINE-ET-LOIRE","2 - Faible"
"LA JUBAUDIERE","49165","49","MAINE-ET-LOIRE","3 - Modérée"
"LA JUMELLIERE","49169","49","MAINE-ET-LOIRE","3 - Modérée"
"LA LANDE-CHASLES","49171","49","MAINE-ET-LOIRE","2 - Faible"
"LA MEIGNANNE","49196","49","MAINE-ET-LOIRE","2 - Faible"
"LA MEMBROLLE-SUR-LONGUENEE","49200","49","MAINE-ET-LOIRE","2 - Faible"
"LA MENITRE","49201","49","MAINE-ET-LOIRE","2 - Faible"
"LA PELLERINE","49237","49","MAINE-ET-LOIRE","2 - Faible"
"LA PLAINE","49240","49","MAINE-ET-LOIRE","3 - Modérée"
"LA POITEVINIERE","49243","49","MAINE-ET-LOIRE","3 - Modérée"
"LA POMMERAYE","49244","49","MAINE-ET-LOIRE","2 - Faible"
"LA POSSONNIERE","49247","49","MAINE-ET-LOIRE","2 - Faible"
"LA POUEZE","49249","49","MAINE-ET-LOIRE","2 - Faible"
"LA PREVIERE","49250","49","MAINE-ET-LOIRE","2 - Faible"
"LA RENAUDIERE","49258","49","MAINE-ET-LOIRE","3 - Modérée"
"LA ROMAGNE","49260","49","MAINE-ET-LOIRE","3 - Modérée"
"LA SALLE-DE-VIHIERS","49325","49","MAINE-ET-LOIRE","3 - Modérée"
"LA SALLE-ET-CHAPELLE-AUBRY","49324","49","MAINE-ET-LOIRE","3 - Modérée"
"LA SEGUINIERE","49332","49","MAINE-ET-LOIRE","3 - Modérée"
"LA TESSOUALLE","49343","49","MAINE-ET-LOIRE","3 - Modérée"
"LA TOURLANDRY","49351","49","MAINE-ET-LOIRE","3 - Modérée"
"LA VARENNE","49360","49","MAINE-ET-LOIRE","3 - Modérée"
"LANDEMONT","49172","49","MAINE-ET-LOIRE","3 - Modérée"
"LASSE","49173","49","MAINE-ET-LOIRE","2 - Faible"
"LE BOURG-D'IRE","49037","49","MAINE-ET-LOIRE","2 - Faible"
"LE COUDRAY-MACOUARD","49112","49","MAINE-ET-LOIRE","2 - Faible"
"LE FIEF-SAUVIN","49137","49","MAINE-ET-LOIRE","3 - Modérée"
"LE FUILET","49145","49","MAINE-ET-LOIRE","3 - Modérée"
"LE GUEDENIAU","49157","49","MAINE-ET-LOIRE","2 - Faible"
"LE LION-D'ANGERS","49176","49","MAINE-ET-LOIRE","2 - Faible"
"LE LONGERON","49179","49","MAINE-ET-LOIRE","3 - Modérée"
"LE LOUROUX-BECONNAIS","49183","49","MAINE-ET-LOIRE","2 - Faible"
"LE MARILLAIS","49190","49","MAINE-ET-LOIRE","2 - Faible"
"LE MAY-SUR-EVRE","49193","49","MAINE-ET-LOIRE","3 - Modérée"
"LE MESNIL-EN-VALLEE","49204","49","MAINE-ET-LOIRE","2 - Faible"
"LE PIN-EN-MAUGES","49239","49","MAINE-ET-LOIRE","3 - Modérée"
"LE PLESSIS-GRAMMOIRE","49241","49","MAINE-ET-LOIRE","2 - Faible"
"LE PLESSIS-MACE","49242","49","MAINE-ET-LOIRE","2 - Faible"
"LE PUISET-DORE","49252","49","MAINE-ET-LOIRE","3 - Modérée"
"LE PUY-NOTRE-DAME","49253","49","MAINE-ET-LOIRE","3 - Modérée"
"LE THOUREIL","49346","49","MAINE-ET-LOIRE","2 - Faible"
"LE TREMBLAY","49354","49","MAINE-ET-LOIRE","2 - Faible"
"LE VIEIL-BAUGE","49372","49","MAINE-ET-LOIRE","2 - Faible"
"LES ALLEUDS","49001","49","MAINE-ET-LOIRE","2 - Faible"
"LES CERQUEUX","49058","49","MAINE-ET-LOIRE","3 - Modérée"
"LES CERQUEUX-SOUS-PASSAVANT","49059","49","MAINE-ET-LOIRE","3 - Modérée"
"LES PONTS-DE-CE","49246","49","MAINE-ET-LOIRE","2 - Faible"
"LES RAIRIES","49257","49","MAINE-ET-LOIRE","2 - Faible"
"LES ROSIERS-SUR-LOIRE","49261","49","MAINE-ET-LOIRE","2 - Faible"
"LES ULMES","49359","49","MAINE-ET-LOIRE","2 - Faible"
"LES VERCHERS-SUR-LAYON","49365","49","MAINE-ET-LOIRE","3 - Modérée"
"LEZIGNE","49174","49","MAINE-ET-LOIRE","2 - Faible"
"L'HOTELLERIE-DE-FLEE","49158","49","MAINE-ET-LOIRE","2 - Faible"
"LINIERES-BOUTON","49175","49","MAINE-ET-LOIRE","2 - Faible"
"LIRE","49177","49","MAINE-ET-LOIRE","3 - Modérée"
"LOIRE","49178","49","MAINE-ET-LOIRE","2 - Faible"
"LONGUE-JUMELLES","49180","49","MAINE-ET-LOIRE","2 - Faible"
"LOUERRE","49181","49","MAINE-ET-LOIRE","2 - Faible"
"LOURESSE-ROCHEMENIER","49182","49","MAINE-ET-LOIRE","3 - Modérée"
"LOUVAINES","49184","49","MAINE-ET-LOIRE","2 - Faible"
"LUE-EN-BAUGEOIS","49185","49","MAINE-ET-LOIRE","2 - Faible"
"LUIGNE","49186","49","MAINE-ET-LOIRE","2 - Faible"
"MARANS","49187","49","MAINE-ET-LOIRE","2 - Faible"
"MARCE","49188","49","MAINE-ET-LOIRE","2 - Faible"
"MARIGNE","49189","49","MAINE-ET-LOIRE","2 - Faible"
"MARTIGNE-BRIAND","49191","49","MAINE-ET-LOIRE","3 - Modérée"
"MAULEVRIER","49192","49","MAINE-ET-LOIRE","3 - Modérée"
"MAZE","49194","49","MAINE-ET-LOIRE","2 - Faible"
"MAZIERES-EN-MAUGES","49195","49","MAINE-ET-LOIRE","3 - Modérée"
"MEIGNE","49198","49","MAINE-ET-LOIRE","2 - Faible"
"MEIGNE-LE-VICOMTE","49197","49","MAINE-ET-LOIRE","2 - Faible"
"MELAY","49199","49","MAINE-ET-LOIRE","3 - Modérée"
"MEON","49202","49","MAINE-ET-LOIRE","2 - Faible"
"MIRE","49205","49","MAINE-ET-LOIRE","2 - Faible"
"MONTFAUCON-MONTIGNE","49206","49","MAINE-ET-LOIRE","3 - Modérée"
"MONTFORT","49207","49","MAINE-ET-LOIRE","2 - Faible"
"MONTGUILLON","49208","49","MAINE-ET-LOIRE","2 - Faible"
"MONTIGNE-LES-RAIRIES","49209","49","MAINE-ET-LOIRE","2 - Faible"
"MONTILLIERS","49211","49","MAINE-ET-LOIRE","3 - Modérée"
"MONTJEAN-SUR-LOIRE","49212","49","MAINE-ET-LOIRE","2 - Faible"
"MONTPOLLIN","49213","49","MAINE-ET-LOIRE","2 - Faible"
"MONTREUIL-BELLAY","49215","49","MAINE-ET-LOIRE","3 - Modérée"
"MONTREUIL-JUIGNE","49214","49","MAINE-ET-LOIRE","2 - Faible"
"MONTREUIL-SUR-LOIR","49216","49","MAINE-ET-LOIRE","2 - Faible"
"MONTREUIL-SUR-MAINE","49217","49","MAINE-ET-LOIRE","2 - Faible"
"MONTREVAULT","49218","49","MAINE-ET-LOIRE","3 - Modérée"
"MONTSOREAU","49219","49","MAINE-ET-LOIRE","2 - Faible"
"MORANNES","49220","49","MAINE-ET-LOIRE","2 - Faible"
"MOULIHERNE","49221","49","MAINE-ET-LOIRE","2 - Faible"
"MOZE-SUR-LOUET","49222","49","MAINE-ET-LOIRE","2 - Faible"
"MURS-ERIGNE","49223","49","MAINE-ET-LOIRE","2 - Faible"
"NEUILLE","49224","49","MAINE-ET-LOIRE","2 - Faible"
"NEUVY-EN-MAUGES","49225","49","MAINE-ET-LOIRE","3 - Modérée"
"NOELLET","49226","49","MAINE-ET-LOIRE","2 - Faible"
"NOTRE-DAME-D'ALLENCON","49227","49","MAINE-ET-LOIRE","2 - Faible"
"NOYANT","49228","49","MAINE-ET-LOIRE","2 - Faible"
"NOYANT-LA-GRAVOYERE","49229","49","MAINE-ET-LOIRE","2 - Faible"
"NOYANT-LA-PLAINE","49230","49","MAINE-ET-LOIRE","2 - Faible"
"NUAILLE","49231","49","MAINE-ET-LOIRE","3 - Modérée"
"NUEIL-SUR-LAYON","49232","49","MAINE-ET-LOIRE","3 - Modérée"
"NYOISEAU","49233","49","MAINE-ET-LOIRE","2 - Faible"
"PARCAY-LES-PINS","49234","49","MAINE-ET-LOIRE","2 - Faible"
"PARNAY","49235","49","MAINE-ET-LOIRE","2 - Faible"
"PASSAVANT-SUR-LAYON","49236","49","MAINE-ET-LOIRE","3 - Modérée"
"PELLOUAILLES-LES-VIGNES","49238","49","MAINE-ET-LOIRE","2 - Faible"
"PONTIGNE","49245","49","MAINE-ET-LOIRE","2 - Faible"
"POUANCE","49248","49","MAINE-ET-LOIRE","2 - Faible"
"PRUILLE","49251","49","MAINE-ET-LOIRE","2 - Faible"
"QUERRE","49254","49","MAINE-ET-LOIRE","2 - Faible"
"RABLAY-SUR-LAYON","49256","49","MAINE-ET-LOIRE","3 - Modérée"
"ROCHEFORT-SUR-LOIRE","49259","49","MAINE-ET-LOIRE","2 - Faible"
"ROU-MARSON","49262","49","MAINE-ET-LOIRE","2 - Faible"
"ROUSSAY","49263","49","MAINE-ET-LOIRE","3 - Modérée"
"SAINT-ANDRE-DE-LA-MARCHE","49264","49","MAINE-ET-LOIRE","3 - Modérée"
"SAINT-AUBIN-DE-LUIGNE","49265","49","MAINE-ET-LOIRE","2 - Faible"
"SAINT-AUGUSTIN-DES-BOIS","49266","49","MAINE-ET-LOIRE","2 - Faible"
"SAINT-BARTHELEMY-D'ANJOU","49267","49","MAINE-ET-LOIRE","2 - Faible"
"SAINT-CHRISTOPHE-DU-BOIS","49269","49","MAINE-ET-LOIRE","3 - Modérée"
"SAINT-CHRISTOPHE-LA-COUPERIE","49270","49","MAINE-ET-LOIRE","3 - Modérée"
"SAINT-CLEMENT-DE-LA-PLACE","49271","49","MAINE-ET-LOIRE","2 - Faible"
"SAINT-CLEMENT-DES-LEVEES","49272","49","MAINE-ET-LOIRE","2 - Faible"
"SAINT-CRESPIN-SUR-MOINE","49273","49","MAINE-ET-LOIRE","3 - Modérée"
"SAINT-CYR-EN-BOURG","49274","49","MAINE-ET-LOIRE","2 - Faible"
"SAINTE-CHRISTINE","49268","49","MAINE-ET-LOIRE","3 - Modérée"
"SAINTE-GEMMES-D'ANDIGNE","49277","49","MAINE-ET-LOIRE","2 - Faible"
"SAINTE-GEMMES-SUR-LOIRE","49278","49","MAINE-ET-LOIRE","2 - Faible"
"SAINT-FLORENT-LE-VIEIL","49276","49","MAINE-ET-LOIRE","3 - Modérée"
"SAINT-GEORGES-DES-GARDES","49281","49","MAINE-ET-LOIRE","3 - Modérée"
"SAINT-GEORGES-DES-SEPT-VOIES","49279","49","MAINE-ET-LOIRE","2 - Faible"
"SAINT-GEORGES-DU-BOIS","49280","49","MAINE-ET-LOIRE","2 - Faible"
"SAINT-GEORGES-SUR-LAYON","49282","49","MAINE-ET-LOIRE","3 - Modérée"
"SAINT-GEORGES-SUR-LOIRE","49283","49","MAINE-ET-LOIRE","2 - Faible"
"SAINT-GERMAIN-DES-PRES","49284","49","MAINE-ET-LOIRE","2 - Faible"
"SAINT-GERMAIN-SUR-MOINE","49285","49","MAINE-ET-LOIRE","3 - Modérée"
"SAINT-JEAN-DE-LA-CROIX","49288","49","MAINE-ET-LOIRE","2 - Faible"
"SAINT-JEAN-DE-LINIERES","49289","49","MAINE-ET-LOIRE","2 - Faible"
"SAINT-JEAN-DES-MAUVRETS","49290","49","MAINE-ET-LOIRE","2 - Faible"
"SAINT-JUST-SUR-DIVE","49291","49","MAINE-ET-LOIRE","2 - Faible"
"SAINT-LAMBERT-DU-LATTAY","49292","49","MAINE-ET-LOIRE","2 - Faible"
"SAINT-LAMBERT-LA-POTHERIE","49294","49","MAINE-ET-LOIRE","2 - Faible"
"SAINT-LAURENT-DE-LA-PLAINE","49295","49","MAINE-ET-LOIRE","3 - Modérée"
"SAINT-LAURENT-DES-AUTELS","49296","49","MAINE-ET-LOIRE","3 - Modérée"
"SAINT-LAURENT-DU-MOTTAY","49297","49","MAINE-ET-LOIRE","3 - Modérée"
"SAINT-LEGER-DES-BOIS","49298","49","MAINE-ET-LOIRE","2 - Faible"
"SAINT-LEGER-SOUS-CHOLET","49299","49","MAINE-ET-LOIRE","3 - Modérée"
"SAINT-LEZIN","49300","49","MAINE-ET-LOIRE","3 - Modérée"
"SAINT-MACAIRE-DU-BOIS","49302","49","MAINE-ET-LOIRE","3 - Modérée"
"SAINT-MACAIRE-EN-MAUGES","49301","49","MAINE-ET-LOIRE","3 - Modérée"
"SAINT-MARTIN-D'ARCE","49303","49","MAINE-ET-LOIRE","2 - Faible"
"SAINT-MARTIN-DE-LA-PLACE","49304","49","MAINE-ET-LOIRE","2 - Faible"
"SAINT-MARTIN-DU-BOIS","49305","49","MAINE-ET-LOIRE","2 - Faible"
"SAINT-MARTIN-DU-FOUILLOUX","49306","49","MAINE-ET-LOIRE","2 - Faible"
"SAINT-MATHURIN-SUR-LOIRE","49307","49","MAINE-ET-LOIRE","2 - Faible"
"SAINT-MELAINE-SUR-AUBANCE","49308","49","MAINE-ET-LOIRE","2 - Faible"
"SAINT-MICHEL-ET-CHANVEAUX","49309","49","MAINE-ET-LOIRE","2 - Faible"
"SAINT-PAUL-DU-BOIS","49310","49","MAINE-ET-LOIRE","3 - Modérée"
"SAINT-PHILBERT-DU-PEUPLE","49311","49","MAINE-ET-LOIRE","2 - Faible"
"SAINT-PHILBERT-EN-MAUGES","49312","49","MAINE-ET-LOIRE","3 - Modérée"
"SAINT-PIERRE-MONTLIMART","49313","49","MAINE-ET-LOIRE","3 - Modérée"
"SAINT-QUENTIN-EN-MAUGES","49314","49","MAINE-ET-LOIRE","3 - Modérée"
"SAINT-QUENTIN-LES-BEAUREPAIRE","49315","49","MAINE-ET-LOIRE","2 - Faible"
"SAINT-REMY-EN-MAUGES","49316","49","MAINE-ET-LOIRE","3 - Modérée"
"SAINT-REMY-LA-VARENNE","49317","49","MAINE-ET-LOIRE","2 - Faible"
"SAINT-SATURNIN-SUR-LOIRE","49318","49","MAINE-ET-LOIRE","2 - Faible"
"SAINT-SAUVEUR-DE-FLEE","49319","49","MAINE-ET-LOIRE","2 - Faible"
"SAINT-SAUVEUR-DE-LANDEMONT","49320","49","MAINE-ET-LOIRE","3 - Modérée"
"SAINT-SIGISMOND","49321","49","MAINE-ET-LOIRE","2 - Faible"
"SAINT-SULPICE","49322","49","MAINE-ET-LOIRE","2 - Faible"
"SAINT-SYLVAIN-D'ANJOU","49323","49","MAINE-ET-LOIRE","2 - Faible"
"SARRIGNE","49326","49","MAINE-ET-LOIRE","2 - Faible"
"SAULGE-L'HOPITAL","49327","49","MAINE-ET-LOIRE","2 - Faible"
"SAUMUR","49328","49","MAINE-ET-LOIRE","2 - Faible"
"SAVENNIERES","49329","49","MAINE-ET-LOIRE","2 - Faible"
"SCEAUX-D'ANJOU","49330","49","MAINE-ET-LOIRE","2 - Faible"
"SEGRE","49331","49","MAINE-ET-LOIRE","2 - Faible"
"SEICHES-SUR-LE-LOIR","49333","49","MAINE-ET-LOIRE","2 - Faible"
"SERMAISE","49334","49","MAINE-ET-LOIRE","2 - Faible"
"SOEURDRES","49335","49","MAINE-ET-LOIRE","2 - Faible"
"SOMLOIRE","49336","49","MAINE-ET-LOIRE","3 - Modérée"
"SOUCELLES","49337","49","MAINE-ET-LOIRE","2 - Faible"
"SOULAINES-SUR-AUBANCE","49338","49","MAINE-ET-LOIRE","2 - Faible"
"SOULAIRE-ET-BOURG","49339","49","MAINE-ET-LOIRE","2 - Faible"
"SOUZAY-CHAMPIGNY","49341","49","MAINE-ET-LOIRE","2 - Faible"
"TANCOIGNE","49342","49","MAINE-ET-LOIRE","3 - Modérée"
"THORIGNE-D'ANJOU","49344","49","MAINE-ET-LOIRE","2 - Faible"
"THOUARCE","49345","49","MAINE-ET-LOIRE","3 - Modérée"
"TIERCE","49347","49","MAINE-ET-LOIRE","2 - Faible"
"TIGNE","49348","49","MAINE-ET-LOIRE","3 - Modérée"
"TILLIERES","49349","49","MAINE-ET-LOIRE","3 - Modérée"
"TORFOU","49350","49","MAINE-ET-LOIRE","3 - Modérée"
"TOUTLEMONDE","49352","49","MAINE-ET-LOIRE","3 - Modérée"
"TRELAZE","49353","49","MAINE-ET-LOIRE","2 - Faible"
"TREMENTINES","49355","49","MAINE-ET-LOIRE","3 - Modérée"
"TREMONT","49356","49","MAINE-ET-LOIRE","3 - Modérée"
"TURQUANT","49358","49","MAINE-ET-LOIRE","2 - Faible"
"VALANJOU","49153","49","MAINE-ET-LOIRE","3 - Modérée"
"VARENNES-SUR-LOIRE","49361","49","MAINE-ET-LOIRE","2 - Faible"
"VARRAINS","49362","49","MAINE-ET-LOIRE","2 - Faible"
"VAUCHRETIEN","49363","49","MAINE-ET-LOIRE","2 - Faible"
"VAUDELNAY","49364","49","MAINE-ET-LOIRE","3 - Modérée"
"VAULANDRY","49380","49","MAINE-ET-LOIRE","2 - Faible"
"VERGONNES","49366","49","MAINE-ET-LOIRE","2 - Faible"
"VERNANTES","49368","49","MAINE-ET-LOIRE","2 - Faible"
"VERN-D'ANJOU","49367","49","MAINE-ET-LOIRE","2 - Faible"
"VERNOIL-LE-FOURRIER","49369","49","MAINE-ET-LOIRE","2 - Faible"
"VERRIE","49370","49","MAINE-ET-LOIRE","2 - Faible"
"VEZINS","49371","49","MAINE-ET-LOIRE","3 - Modérée"
"VIHIERS","49373","49","MAINE-ET-LOIRE","3 - Modérée"
"VILLEBERNIER","49374","49","MAINE-ET-LOIRE","2 - Faible"
"VILLEDIEU-LA-BLOUERE","49375","49","MAINE-ET-LOIRE","3 - Modérée"
"VILLEMOISAN","49376","49","MAINE-ET-LOIRE","2 - Faible"
"VILLEVEQUE","49377","49","MAINE-ET-LOIRE","2 - Faible"
"VIVY","49378","49","MAINE-ET-LOIRE","2 - Faible"
"YZERNAY","49381","49","MAINE-ET-LOIRE","3 - Modérée"
"ACQUEVILLE","50001","50","MANCHE","2 - Faible"
"AGNEAUX","50002","50","MANCHE","2 - Faible"
"AGON-COUTAINVILLE","50003","50","MANCHE","2 - Faible"
"AIREL","50004","50","MANCHE","2 - Faible"
"AMFREVILLE","50005","50","MANCHE","2 - Faible"
"AMIGNY","50006","50","MANCHE","2 - Faible"
"ANCTEVILLE","50007","50","MANCHE","2 - Faible"
"ANCTOVILLE-SUR-BOSCQ","50008","50","MANCHE","2 - Faible"
"ANGEY","50009","50","MANCHE","2 - Faible"
"ANGOVILLE-AU-PLAIN","50010","50","MANCHE","2 - Faible"
"ANGOVILLE-SUR-AY","50012","50","MANCHE","2 - Faible"
"ANNEVILLE-EN-SAIRE","50013","50","MANCHE","2 - Faible"
"ANNEVILLE-SUR-MER","50014","50","MANCHE","2 - Faible"
"ANNOVILLE","50015","50","MANCHE","2 - Faible"
"APPEVILLE","50016","50","MANCHE","2 - Faible"
"ARGOUGES","50018","50","MANCHE","2 - Faible"
"AUCEY-LA-PLAINE","50019","50","MANCHE","2 - Faible"
"AUDERVILLE","50020","50","MANCHE","2 - Faible"
"AUDOUVILLE-LA-HUBERT","50021","50","MANCHE","2 - Faible"
"AUMEVILLE-LESTRE","50022","50","MANCHE","2 - Faible"
"AUVERS","50023","50","MANCHE","2 - Faible"
"AUXAIS","50024","50","MANCHE","2 - Faible"
"AVRANCHES","50025","50","MANCHE","2 - Faible"
